orgnr,exclusion_flags
5563997823,NO_REVENUE
5563999951,LAYER1_SERVICE:el;NO_REVENUE
5564001542,NO_REVENUE
5564003050,GLOBAL_SHELL_SUFFIX:sweden ab
5564004033,LAYER1_SERVICE:kyl
5564004041,NO_REVENUE
5564004736,NO_REVENUE;NAME_EXCLUDED:transport
5564005808,LAYER1_OPERATING:fastighet;LAYER1_SERVICE:service
5564007671,NAME_EXCLUDED:plåt
5564008331,LAYER1_SERVICE:åkeri;NO_REVENUE
5564011665,NO_REVENUE
5564011848,GLOBAL_SHELL_SUFFIX:sweden ab
5564011962,NO_REVENUE
5564012473,LAYER1_SERVICE:el
5564013562,NAME_EXCLUDED:transport
5564018777,NO_REVENUE
5564035110,NO_REVENUE
5564038627,NO_REVENUE
5564041480,NO_REVENUE
5564042165,NO_REVENUE
5564042785,LAYER1_SERVICE:rör
5564043742,LAYER1_SERVICE:åkeri;NO_REVENUE
5564044039,NO_REVENUE
5564045911,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5564050556,LAYER1_SERVICE:service;NO_REVENUE;NAME_EXCLUDED:transport
5564050929,NO_REVENUE;NAME_EXCLUDED:transport
5564054244,NO_REVENUE
5564054319,LAYER1_SERVICE:bygg
5564055266,NO_REVENUE
5564059292,REVENUE_BELOW_MIN
5564060936,NO_REVENUE
5564065133,LAYER1_SERVICE:bygg
5564066271,NO_REVENUE
5564071537,LAYER1_SERVICE:bygg
5564077823,NO_REVENUE
5564078029,NO_REVENUE
5564083334,NO_REVENUE
5564084704,LAYER1_OPERATING:fastighet
5564087723,NAME_EXCLUDED:transport
5564088770,REVENUE_BELOW_MIN
5564091006,LAYER1_SERVICE:åkeri
5564091634,NO_REVENUE
5564092533,REVENUE_BELOW_MIN
5564093143,NO_REVENUE
5564095056,LAYER1_SERVICE:åkeri
5564095734,NO_REVENUE
5564103744,NO_REVENUE
5564104403,LAYER1_SERVICE:verkstad;NO_REVENUE
5564105889,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5564106580,GLOBAL_SHELL_SUFFIX:sverige ab
5564109386,NO_REVENUE
5564111002,LAYER1_SERVICE:vvs
5564112463,NO_REVENUE
5564112992,NO_REVENUE
5564113628,NO_REVENUE
5564114212,NO_REVENUE
5564116498,LAYER1_SERVICE:entreprenad
5564116647,NO_REVENUE
5564120359,NO_REVENUE
5564122504,LAYER1_SERVICE:bygg;NO_REVENUE
5564128683,NO_REVENUE
5564131224,LAYER1_SERVICE:konsult
5564134152,NO_REVENUE
5564136553,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5564138062,NO_REVENUE
5564161486,LAYER1_SERVICE:åkeri;NO_REVENUE
5564139573,NO_REVENUE
5564144391,LAYER1_SERVICE:åkeri
5564144987,LAYER1_SERVICE:åkeri
5564146719,LAYER1_OPERATING:fastighet
5564153749,NO_REVENUE
5564154176,LAYER1_SERVICE:facility
5564156684,NO_REVENUE
5564158631,NO_REVENUE
5564162617,LAYER1_SERVICE:service
5564163128,NO_REVENUE
5564166519,LAYER1_OPERATING:fastighet
5564170222,LAYER1_SERVICE:bygg
5564170503,NO_REVENUE
5564181245,NO_REVENUE
5564182300,LAYER1_SERVICE:service
5564183472,LAYER1_OPERATING:fastighet
5564187309,NO_REVENUE
5564187556,GLOBAL_SHELL_SUFFIX:sweden ab
5564191418,NO_REVENUE
5564194057,NO_REVENUE
5564199429,NO_REVENUE
5564200417,NAME_EXCLUDED:hotel
5564204054,LAYER1_SERVICE:entreprenad
5564204823,LAYER1_SERVICE:service
5564207727,NAME_EXCLUDED:transport
5564208865,NO_REVENUE
5564212412,REVENUE_BELOW_MIN;NAME_EXCLUDED:plåt
5564215969,NO_REVENUE
5564219284,NO_REVENUE
5564219763,LAYER1_SERVICE:consulting
5564221363,NO_REVENUE;NAME_EXCLUDED:transport
5564222882,NO_REVENUE
5564225638,NO_REVENUE
5564227428,NO_REVENUE
5564229978,NAME_EXCLUDED:hotel
5564231214,NO_REVENUE
5564234218,NO_REVENUE;NAME_EXCLUDED:anläggning
5564234390,LAYER1_OPERATING:fastighet
5564235025,NO_REVENUE
5564235355,LAYER1_SERVICE:entreprenad
5564239191,LAYER1_SERVICE:entreprenad;NO_REVENUE
5564240249,NO_REVENUE
5564241569,NO_REVENUE
5564241809,LAYER1_SERVICE:konsult;NO_REVENUE
5564244928,NAME_EXCLUDED:hotel
5564248689,NAME_EXCLUDED:transport
5564255486,REVENUE_BELOW_MIN
5564258670,NO_REVENUE
5564263142,NO_REVENUE
5564264637,NO_REVENUE
5565986212,LAYER1_SERVICE:ror
5564268380,NO_REVENUE
5564268836,NO_REVENUE
5564270139,GLOBAL_SHELL_SUFFIX:sweden ab
5564273299,NO_REVENUE
5564275229,NAME_EXCLUDED:mark
5564276201,NO_REVENUE
5564277175,NO_REVENUE
5564280658,LAYER1_SERVICE:åkeri;NO_REVENUE
5564284205,NO_REVENUE
5564284957,NO_REVENUE;NAME_EXCLUDED:transport
5564291861,LAYER1_SERVICE:entreprenad
5564293743,GLOBAL_SHELL_SUFFIX:sverige ab
5564296753,REVENUE_BELOW_MIN
5564298338,NO_REVENUE
5564321247,GLOBAL_SHELL_SUFFIX:sweden ab
5564302213,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5564302593,NAME_EXCLUDED:mark
5564305331,NAME_EXCLUDED:mark
5564306594,NO_REVENUE
5564313335,NO_REVENUE
5564315165,NO_REVENUE
5564315975,NO_REVENUE
5564317500,NO_REVENUE
5564317609,NO_REVENUE;NAME_EXCLUDED:anläggning
5564323235,LAYER1_SERVICE:rör
5564325172,NO_REVENUE
5564326808,NAME_EXCLUDED:hotel
5564328317,LAYER1_SERVICE:bygg;REVENUE_BELOW_MIN
5564329943,GLOBAL_SHELL_SUFFIX:sverige ab
5564330933,REVENUE_BELOW_MIN
5564332079,LAYER1_OPERATING:holding
5564332632,LAYER1_OPERATING:fastighet
5564332756,LAYER1_SERVICE:installation
5564333416,NAME_EXCLUDED:transport
5564333507,LAYER1_SERVICE:entreprenad
5564334695,NAME_EXCLUDED:hotel
5564335155,LAYER1_SERVICE:elteknik
5564336518,REVENUE_BELOW_MIN
5564337987,LAYER1_SERVICE:bygg
5564338548,NO_REVENUE
5564339942,NO_REVENUE
5564342060,LAYER1_SERVICE:bygg;NO_REVENUE
5564342664,LAYER1_SERVICE:åkeri;NO_REVENUE
5564344009,LAYER1_SERVICE:elteknik;NO_REVENUE
5564349545,LAYER1_SERVICE:åkeri
5564349776,LAYER1_SERVICE:service
5564372190,NO_REVENUE
5564356029,GLOBAL_SHELL_SUFFIX:scandinavia ab
5564359544,NO_REVENUE
5564362696,LAYER1_SERVICE:bygg
5564364957,NO_REVENUE
5564367232,NO_REVENUE
5564367430,GLOBAL_SHELL_SUFFIX:sverige ab
5564368024,LAYER1_SERVICE:bygg
5564373867,NO_REVENUE
5564374840,NO_REVENUE
5564375342,LAYER1_SERVICE:rör
5564377298,REVENUE_BELOW_MIN
5564378452,NO_REVENUE
5564381738,LAYER1_SERVICE:åkeri;NO_REVENUE
5564382561,LAYER1_OPERATING:fastighet;NO_REVENUE
5564385176,LAYER1_SERVICE:entreprenad;NO_REVENUE;NAME_EXCLUDED:plåt
5564389533,NO_REVENUE
5564390697,NO_REVENUE
5564394210,LAYER1_SERVICE:service
5564396132,NO_REVENUE
5564396710,LAYER1_SERVICE:åkeri
5564401973,NAME_EXCLUDED:hotel
5564406659,NO_REVENUE;NAME_EXCLUDED:transport
5564409414,LAYER1_SERVICE:bygg;NO_REVENUE
5564411618,GLOBAL_SHELL_SUFFIX:scandinavia ab
5564412392,GLOBAL_SHELL_SUFFIX:sweden ab
5564413309,LAYER1_SERVICE:åkeri
5564416864,NO_REVENUE
5564418449,REVENUE_BELOW_MIN
5564420684,LAYER1_SERVICE:bygg
5564421161,LAYER1_SERVICE:service;NO_REVENUE
5564422250,LAYER1_SERVICE:bygg
5564424330,GLOBAL_SHELL_SUFFIX:sweden ab;LAYER1_SERVICE:bygg
5564429362,NO_REVENUE
5564430543,NO_REVENUE
5564434479,NO_REVENUE
5564434644,LAYER1_SERVICE:bygg
5564436565,NO_REVENUE
5564479284,NO_REVENUE
5564437134,REVENUE_BELOW_MIN
5564437225,LAYER1_SERVICE:åkeri
5564439593,NO_REVENUE
5564439957,NO_REVENUE
5564443074,GLOBAL_SHELL_SUFFIX:sverige ab
5564443405,NO_REVENUE
5564443777,LAYER1_SERVICE:service
5564444031,LAYER1_SERVICE:entreprenad
5564446200,LAYER1_SERVICE:service
5564446531,GLOBAL_SHELL_SUFFIX:sweden ab
5564446770,NO_REVENUE
5564450665,REVENUE_BELOW_MIN
5564453685,NO_REVENUE;NAME_EXCLUDED:plåt
5564455482,GLOBAL_SHELL_SUFFIX:scandinavia ab
5564457025,NO_REVENUE
5564458130,NO_REVENUE
5564458171,NO_REVENUE
5564458403,GLOBAL_SHELL_SUFFIX:sverige ab;LAYER1_OPERATING:fastighet
5564462801,LAYER1_SERVICE:åkeri;NO_REVENUE
5564463874,NO_REVENUE
5564467115,NO_REVENUE
5564468436,GLOBAL_SHELL_SUFFIX:sweden ab
5564470135,NO_REVENUE
5564472305,NO_REVENUE
5564475019,LAYER1_SERVICE:elteknik
5564478245,LAYER1_SERVICE:åkeri;NO_REVENUE
5564479029,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5564481215,LAYER1_SERVICE:entreprenad
5564484524,NAME_EXCLUDED:hotel
5564487691,NO_REVENUE
5564489200,LAYER1_SERVICE:entreprenad
5564490281,LAYER1_SERVICE:bygg
5564491313,NO_REVENUE
5564493400,NO_REVENUE
5564494564,LAYER1_SERVICE:rör
5564494689,NO_REVENUE
5564495033,NO_REVENUE
5564495371,LAYER1_SERVICE:rör
5564497518,NO_REVENUE
5564501103,NO_REVENUE
5564501350,NO_REVENUE
5564501574,NO_REVENUE
5564502416,LAYER1_SERVICE:el
5564503109,NAME_EXCLUDED:anläggning
5564503505,NO_REVENUE;NAME_EXCLUDED:hotel
5564503836,GLOBAL_SHELL_SUFFIX:sweden ab
5564504180,NO_REVENUE
5564511227,LAYER1_SERVICE:bygg
5564513231,NO_REVENUE
5564514973,NO_REVENUE
5564520475,LAYER1_SERVICE:installation
5564522331,LAYER1_SERVICE:rör
5564524220,NO_REVENUE
5564524295,NO_REVENUE
5564525888,NO_REVENUE
5564528544,NO_REVENUE;NAME_EXCLUDED:plåt
5564532090,REVENUE_BELOW_MIN
5564536737,LAYER1_SERVICE:bygg;NO_REVENUE
5564536760,NO_REVENUE
5564540259,GLOBAL_SHELL_SUFFIX:sweden ab
5564540739,NO_REVENUE
5564541380,GLOBAL_SHELL_SUFFIX:sverige ab
5564968823,LAYER1_SERVICE:rör
5564553682,LAYER1_SERVICE:entreprenad;NO_REVENUE
5564554458,NO_REVENUE
5564556503,NO_REVENUE;NAME_EXCLUDED:plåt
5564557907,NO_REVENUE
5564558871,NO_REVENUE
5564560059,LAYER1_SERVICE:service
5564560372,LAYER1_SERVICE:service;NO_REVENUE
5564560836,NO_REVENUE
5564564564,NO_REVENUE
5564565579,LAYER1_SERVICE:service;NO_REVENUE
5564568797,LAYER1_SERVICE:el
5564577616,LAYER1_SERVICE:konsult;REVENUE_BELOW_MIN
5564578663,NAME_EXCLUDED:anläggning
5564579133,NO_REVENUE
5564581014,NO_REVENUE
5564591955,NO_REVENUE
5564593431,LAYER1_SERVICE:rör
5564595162,NO_REVENUE
5564603479,NAME_EXCLUDED:plåt
5564605458,LAYER1_SERVICE:åkeri
5564606563,NO_REVENUE
5564607264,NO_REVENUE
5564607900,GLOBAL_SHELL_SUFFIX:sweden ab
5564609625,NO_REVENUE
5564610821,LAYER1_SERVICE:service
5564612686,NAME_EXCLUDED:mark
5564614245,LAYER1_SERVICE:service
5564615705,LAYER1_SERVICE:kyl
5564635968,LAYER1_SERVICE:kyl
5564619301,NAME_EXCLUDED:hotel
5564624749,LAYER1_OPERATING:fastighet
5564627213,GLOBAL_SHELL_SUFFIX:sweden ab
5564628724,LAYER1_OPERATING:fastighet
5564628906,NO_REVENUE
5564629854,LAYER1_OPERATING:fastighet
5564633187,LAYER1_SERVICE:entreprenad
5564638111,NO_REVENUE
5564638749,NO_REVENUE
5564643046,NO_REVENUE
5564643962,NO_REVENUE
5564645520,LAYER1_SERVICE:service
5564646817,NO_REVENUE
5564647237,LAYER1_SERVICE:el
5564648698,NO_REVENUE
5564648870,NO_REVENUE
5564650595,NAME_EXCLUDED:mark
5564651270,LAYER1_SERVICE:åkeri
5564653185,REVENUE_BELOW_MIN
5564655529,NAME_EXCLUDED:hotel
5564656329,LAYER1_SERVICE:åkeri;NO_REVENUE
5564657483,LAYER1_SERVICE:service
5564657509,LAYER1_SERVICE:konsult;NO_REVENUE
5564660917,LAYER1_OPERATING:fastighet
5564663952,NO_REVENUE;NAME_EXCLUDED:mark
5564664893,NO_REVENUE
5564665262,NO_REVENUE
5564669348,LAYER1_SERVICE:åkeri;NO_REVENUE
5564672201,NO_REVENUE
5564674876,LAYER1_SERVICE:service
5564677069,LAYER1_SERVICE:bygg
5564679693,NO_REVENUE
5564680956,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5564681863,NO_REVENUE
5564682069,LAYER1_SERVICE:service
5564682630,NO_REVENUE
5564683984,REVENUE_BELOW_MIN
5564684115,NO_REVENUE
5564684255,GLOBAL_SHELL_SUFFIX:sweden ab
5564686409,LAYER1_SERVICE:bygg
5564686805,NO_REVENUE
5564687258,LAYER1_OPERATING:fastighet;LAYER1_SERVICE:bygg
5564689304,NO_REVENUE
5564692357,NO_REVENUE
5564692951,LAYER1_OPERATING:förvaltning
5564705894,NO_REVENUE
5564861523,NO_REVENUE
5564711231,NO_REVENUE
5564711942,NO_REVENUE
5564713120,LAYER1_SERVICE:bygg
5564713203,NAME_EXCLUDED:transport
5564717584,GLOBAL_SHELL_SUFFIX:sverige ab
5564718350,NAME_EXCLUDED:hotel
5564724044,NO_REVENUE
5564725991,NO_REVENUE
5564726809,NO_REVENUE
5564727286,LAYER1_SERVICE:åkeri
5564728482,NO_REVENUE
5564732708,LAYER1_SERVICE:service
5564733243,LAYER1_SERVICE:entreprenad;NO_REVENUE
5564736030,LAYER1_OPERATING:förvaltning
5564739737,REVENUE_BELOW_MIN
5564740024,NO_REVENUE
5564744729,LAYER1_SERVICE:service
5564746518,LAYER1_SERVICE:management
5564746617,LAYER1_SERVICE:åkeri
5564751484,LAYER1_SERVICE:service
5564753738,LAYER1_SERVICE:el
5564754785,LAYER1_OPERATING:fastighet
5564755006,NO_REVENUE
5564756632,NO_REVENUE
5564757788,NO_REVENUE
5564760329,LAYER1_SERVICE:bygg
5564761137,NO_REVENUE
5564764990,NO_REVENUE
5564768215,LAYER1_SERVICE:bygg;NO_REVENUE
5564773397,NO_REVENUE
5564775111,NO_REVENUE
5564778412,NO_REVENUE
5564779451,GLOBAL_SHELL_SUFFIX:scandinavia ab;NO_REVENUE
5564781150,GLOBAL_SHELL_SUFFIX:sverige ab
5564781473,NO_REVENUE
5564781952,LAYER1_SERVICE:entreprenad
5564782752,LAYER1_SERVICE:service
5564784667,LAYER1_SERVICE:installation
5564788056,NAME_EXCLUDED:transport
5564789716,NO_REVENUE
5564792272,NAME_EXCLUDED:plåt
5564794344,NAME_EXCLUDED:hotel
5564795648,NO_REVENUE
5564796513,GLOBAL_SHELL_SUFFIX:sweden ab
5564798162,NAME_EXCLUDED:mark
5564800596,NO_REVENUE
5564800836,NO_REVENUE
5564801214,NO_REVENUE
5564801602,NO_REVENUE
5564801891,LAYER1_OPERATING:förvaltning
5564801933,LAYER1_SERVICE:service;REVENUE_BELOW_MIN
5564803624,NO_REVENUE
5564805124,NO_REVENUE
5564805231,NO_REVENUE
5564811023,NO_REVENUE
5564813649,LAYER1_OPERATING:förvaltning;NO_REVENUE
5564814142,NAME_EXCLUDED:hotel
5564815685,REVENUE_BELOW_MIN
5564815974,LAYER1_SERVICE:installation
5564817806,NO_REVENUE
5564820446,NO_REVENUE
5564823333,NO_REVENUE
5564823457,REVENUE_BELOW_MIN
5564823762,NO_REVENUE
5564823937,NO_REVENUE
5564824265,NO_REVENUE
5564824471,GLOBAL_SHELL_SUFFIX:sverige ab
5564827607,NO_REVENUE
5564829777,NO_REVENUE
5564831690,NO_REVENUE
5564836848,NO_REVENUE
5564837176,LAYER1_SERVICE:bygg
5564839255,LAYER1_SERVICE:el;NO_REVENUE
5564839701,GLOBAL_SHELL_SUFFIX:sverige ab
5564840485,NO_REVENUE
5564846748,NO_REVENUE
5564847019,NO_REVENUE
5564855954,LAYER1_SERVICE:bygg
5564856747,NO_REVENUE
5564858107,LAYER1_SERVICE:service
5564862497,LAYER1_SERVICE:service;NAME_EXCLUDED:mark
5564862547,NO_REVENUE
5564862976,NO_REVENUE
5564865607,NO_REVENUE
5564866712,LAYER1_SERVICE:entreprenad;NO_REVENUE
5564866985,LAYER1_OPERATING:förvaltning
5564867793,NO_REVENUE
5564870664,LAYER1_SERVICE:bygg
5564872025,LAYER1_SERVICE:rör;NO_REVENUE
5564874146,NO_REVENUE
5564879962,REVENUE_BELOW_MIN
5564881323,NO_REVENUE
5564881612,NO_REVENUE
5564882206,NO_REVENUE
5564890001,LAYER1_SERVICE:åkeri
5564890340,NO_REVENUE
5564891199,NO_REVENUE
5564891231,LAYER1_SERVICE:vvs
5564892866,GLOBAL_SHELL_SUFFIX:sweden ab
5564894656,LAYER1_SERVICE:bygg;NO_REVENUE
5564895869,NO_REVENUE
5564899903,LAYER1_SERVICE:bygg;NO_REVENUE
5564900081,GLOBAL_SHELL_SUFFIX:sverige ab
5564901345,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5564904141,NO_REVENUE
5564909454,NO_REVENUE
5564911708,NO_REVENUE
5564916764,GLOBAL_SHELL_SUFFIX:sverige ab
5564917697,LAYER1_SERVICE:bygg
5564917770,NO_REVENUE;NAME_EXCLUDED:transport
5564918992,NO_REVENUE
5564919776,LAYER1_SERVICE:bygg
5564921756,LAYER1_SERVICE:el;REVENUE_BELOW_MIN
5564922911,LAYER1_SERVICE:bygg;NO_REVENUE
5564925609,GLOBAL_SHELL_SUFFIX:sverige ab
5564926086,NO_REVENUE
5564933546,NO_REVENUE
5564936754,NO_REVENUE
5564942158,LAYER1_SERVICE:kyl
5564943297,NAME_EXCLUDED:transport
5564944063,NO_REVENUE
5564948148,GLOBAL_SHELL_SUFFIX:systems ab
5564950029,NO_REVENUE
5564950342,NO_REVENUE
5564952868,NO_REVENUE
5564953817,NO_REVENUE
5564955366,REVENUE_BELOW_MIN
5564956133,NO_REVENUE
5564956539,NO_REVENUE
5564959665,LAYER1_OPERATING:fastighet
5564962347,LAYER1_SERVICE:service;NO_REVENUE
5564963592,NAME_EXCLUDED:mark
5564970373,NO_REVENUE
5564976081,LAYER1_SERVICE:bygg;NO_REVENUE
5564986593,LAYER1_OPERATING:fastighet;NO_REVENUE
5564987138,NAME_EXCLUDED:xilinx
5564989373,NAME_EXCLUDED:transport
5564989662,NO_REVENUE;NAME_EXCLUDED:transport
5564990173,LAYER1_SERVICE:service
5564991692,NO_REVENUE
5564993524,NO_REVENUE
5564993995,NO_REVENUE
5564997525,NO_REVENUE
5564999471,NO_REVENUE;NAME_EXCLUDED:mark
5565001947,NO_REVENUE
5565003760,NAME_EXCLUDED:plåt
5565004438,LAYER1_SERVICE:rör;NO_REVENUE
5565005492,NO_REVENUE
5565006318,LAYER1_SERVICE:vvs;NO_REVENUE
5565008439,NO_REVENUE
5565010278,NO_REVENUE
5565012696,NO_REVENUE
5565016671,LAYER1_SERVICE:konsult;NO_REVENUE
5565019477,LAYER1_SERVICE:verkstad;NO_REVENUE
5565020681,LAYER1_SERVICE:consulting;NO_REVENUE
5565022042,NO_REVENUE
5565023586,NO_REVENUE
5565024212,NO_REVENUE
5565034336,NO_REVENUE
5565035200,NO_REVENUE
5565039657,NO_REVENUE
5565042537,NO_REVENUE
5565044137,LAYER1_SERVICE:entreprenad
5565046876,LAYER1_SERVICE:entreprenad
5565049060,NO_REVENUE
5565051413,GLOBAL_SHELL_SUFFIX:systems ab
5565052916,LAYER1_SERVICE:entreprenad
5565062816,LAYER1_SERVICE:konsult
5565066783,NAME_EXCLUDED:grossist
5565066874,NO_REVENUE
5565068110,LAYER1_OPERATING:fastighet
5565070736,GLOBAL_SHELL_SUFFIX:sweden ab
5565074852,NO_REVENUE
5565075586,NO_REVENUE
5565076501,NO_REVENUE
5565080693,NO_REVENUE
5565081501,NO_REVENUE
5565084638,NO_REVENUE
5565091823,NAME_EXCLUDED:transport
5565094538,GLOBAL_SHELL_SUFFIX:sweden ab
5565094702,LAYER1_SERVICE:entreprenad
5565097176,NAME_EXCLUDED:hotel
5565097416,NO_REVENUE
5565097440,NO_REVENUE
5565100889,LAYER1_SERVICE:bygg;NO_REVENUE
5565101986,GLOBAL_SHELL_SUFFIX:sverige ab
5565102661,NO_REVENUE
5565104196,NO_REVENUE
5565104337,LAYER1_SERVICE:bygg
5565108932,NO_REVENUE
5565114302,NO_REVENUE
5565115069,NO_REVENUE
5565117289,NO_REVENUE
5565117974,NO_REVENUE
5565118980,NO_REVENUE
5565124095,GLOBAL_SHELL_SUFFIX:sverige ab
5565126017,NO_REVENUE
5565131470,REVENUE_BELOW_MIN
5565133096,NO_REVENUE
5565134045,NO_REVENUE
5565134060,LAYER1_SERVICE:entreprenad
5565134227,NO_REVENUE
5565134516,NO_REVENUE
5565135117,LAYER1_SERVICE:åkeri;NO_REVENUE
5565138962,NO_REVENUE
5565145926,NO_REVENUE
5565146395,NO_REVENUE
5565154498,NO_REVENUE
5565154530,LAYER1_SERVICE:service
5565159174,GLOBAL_SHELL_SUFFIX:sweden ab
5565159950,GLOBAL_SHELL_SUFFIX:sweden ab
5565160495,NAME_EXCLUDED:transport
5565160669,NO_REVENUE
5565163101,LAYER1_SERVICE:entreprenad;NO_REVENUE
5565163119,REVENUE_BELOW_MIN
5565165114,LAYER1_SERVICE:service
5565166443,LAYER1_SERVICE:montage;NO_REVENUE
5565166492,NO_REVENUE;NAME_EXCLUDED:hotel
5565167334,NO_REVENUE
5565167680,NAME_EXCLUDED:transport
5565168886,REVENUE_BELOW_MIN
5565178216,LAYER1_OPERATING:fastighet
5565179883,NO_REVENUE
5565181038,NO_REVENUE;NAME_EXCLUDED:transport
5565182671,NO_REVENUE
5565166195,LAYER1_SERVICE:service
5565166021,REVENUE_BELOW_MIN
5565183620,LAYER1_SERVICE:entreprenad
5565185823,LAYER1_SERVICE:installation
5565189148,NO_REVENUE
5565192233,NO_REVENUE
5565189692,LAYER1_SERVICE:service;NO_REVENUE
5565196424,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5565197695,LAYER1_SERVICE:installation
5565198420,NO_REVENUE
5565199659,NO_REVENUE
5565203832,GLOBAL_SHELL_SUFFIX:sverige ab
5565204145,NO_REVENUE
5565205555,NO_REVENUE
5565206355,LAYER1_SERVICE:bygg;NO_REVENUE
5565206363,LAYER1_SERVICE:service
5565206660,LAYER1_SERVICE:bygg
5565207676,LAYER1_SERVICE:consulting
5565210134,NO_REVENUE
5565210522,NO_REVENUE
5565210845,NO_REVENUE
5565211199,NO_REVENUE
5565212627,NO_REVENUE
5565214219,NO_REVENUE
5565214482,NO_REVENUE
5565215372,LAYER1_SERVICE:bygg;NO_REVENUE
5565218434,NO_REVENUE
5565219192,NO_REVENUE
5565221057,NO_REVENUE
5565221859,NO_REVENUE
5565224846,NO_REVENUE
5565225272,LAYER1_SERVICE:consulting
5565225983,LAYER1_SERVICE:montage
5565227864,LAYER1_SERVICE:entreprenad
5565227930,REVENUE_BELOW_MIN
5565228128,LAYER1_SERVICE:el;NO_REVENUE
5565228367,NO_REVENUE
5565229936,NO_REVENUE
5565230983,GLOBAL_SHELL_SUFFIX:sverige ab
5565232096,GLOBAL_SHELL_SUFFIX:sverige ab
5565233284,NO_REVENUE
5565236972,NO_REVENUE
5565238341,NO_REVENUE
5565240701,LAYER1_SERVICE:el
5565242681,NAME_EXCLUDED:hotel
5565242780,GLOBAL_SHELL_SUFFIX:scandinavia ab
5565243929,NO_REVENUE;NAME_EXCLUDED:mark
5565247458,GLOBAL_SHELL_SUFFIX:sweden ab
5565248837,GLOBAL_SHELL_SUFFIX:sweden ab
5565249322,NO_REVENUE
5565250536,LAYER1_SERVICE:service
5565252961,LAYER1_SERVICE:konsult
5565254736,NAME_EXCLUDED:transport
5565261061,LAYER1_SERVICE:service;NO_REVENUE
5565261194,LAYER1_OPERATING:fastighet
5565261301,NO_REVENUE
5565263521,LAYER1_SERVICE:el
5565264438,NO_REVENUE
5565265625,NO_REVENUE
5565266680,REVENUE_BELOW_MIN
5565268520,LAYER1_OPERATING:fastighet
5565269148,NO_REVENUE
5565272696,NO_REVENUE
5565273637,LAYER1_SERVICE:bygg
5565274007,NO_REVENUE
5565274361,LAYER1_OPERATING:fastighet
5565275681,GLOBAL_SHELL_SUFFIX:sweden ab
5565277547,NO_REVENUE
5565277901,NO_REVENUE
5565278529,LAYER1_SERVICE:åkeri
5565279287,LAYER1_SERVICE:elteknik;NO_REVENUE
5565279881,NO_REVENUE
5565279931,NO_REVENUE
5565280434,NO_REVENUE;NAME_EXCLUDED:anläggning
5565282802,NAME_EXCLUDED:transport
5565309043,LAYER1_SERVICE:bygg
5565283172,NO_REVENUE
5565284600,GLOBAL_SHELL_SUFFIX:sverige ab
5565288510,LAYER1_SERVICE:consulting
5565288874,REVENUE_BELOW_MIN
5565289294,NAME_EXCLUDED:transport
5565290094,NO_REVENUE
5565291068,LAYER1_SERVICE:entreprenad
5565292041,GLOBAL_SHELL_SUFFIX:sweden ab;LAYER1_SERVICE:service
5565295002,LAYER1_OPERATING:fastighet
5565298543,NO_REVENUE
5565298642,NO_REVENUE
5565300331,REVENUE_BELOW_MIN
5565301925,NO_REVENUE
5565302840,NO_REVENUE
5565304028,NO_REVENUE
5565307336,NO_REVENUE
5565309795,NO_REVENUE
5565311080,NO_REVENUE
5565315164,NO_REVENUE;NAME_EXCLUDED:mark
5565315834,LAYER1_SERVICE:entreprenad;NO_REVENUE
5565316311,GLOBAL_SHELL_SUFFIX:sverige ab
5565317111,LAYER1_SERVICE:rör;NO_REVENUE
5565318689,NO_REVENUE
5565319687,NO_REVENUE
5565320024,NO_REVENUE
5565322699,NO_REVENUE
5565326013,NO_REVENUE
5565326278,LAYER1_SERVICE:bygg
5565329199,NO_REVENUE
5565337648,NO_REVENUE
5565340527,REVENUE_BELOW_MIN
5565340816,LAYER1_SERVICE:åkeri;NO_REVENUE
5565341145,NO_REVENUE
5565342481,LAYER1_OPERATING:holding
5565343976,NO_REVENUE
5565345252,NO_REVENUE
5565347944,NO_REVENUE
5565350385,GLOBAL_SHELL_SUFFIX:sverige ab
5565353918,LAYER1_SERVICE:service
5565357018,LAYER1_SERVICE:rör;NO_REVENUE
5565359220,NO_REVENUE
5565359881,LAYER1_SERVICE:service
5569059560,NO_REVENUE
5565366316,NO_REVENUE
5565366886,LAYER1_SERVICE:bygg
5565367959,LAYER1_SERVICE:service
5565368742,NO_REVENUE
5565372355,NO_REVENUE
5565373007,NO_REVENUE;NAME_EXCLUDED:mark
5565373635,LAYER1_SERVICE:service
5565375069,NAME_EXCLUDED:transport
5565376133,NO_REVENUE
5565376406,NO_REVENUE
5565377081,GLOBAL_SHELL_SUFFIX:scandinavia ab;LAYER1_SERVICE:service;NAME_EXCLUDED:transport
5565380267,NO_REVENUE
5565380549,REVENUE_BELOW_MIN
5565383139,NO_REVENUE
5565384236,GLOBAL_SHELL_SUFFIX:sverige ab
5565385670,LAYER1_OPERATING:fastighet
