rank,orgnr,company_name,total_score,base_similarity_score,layer1_product_signal,comp_revenue,comp_growth,comp_margins,comp_scale_efficiency,comp_legacy_scores,matched_model,distance_value,feature_count_used,exclusion_flags,service_indicator,applied_penalty,penalty_flags,latest_revenue_sek,revenue_cagr_3y,avg_ebitda_margin
118,5591369110,Svets & Mekano Produktion i Vislanda AB,82.32816966306224,79.16170159909831,True,99.34161822625555,98.67203411005683,93.52903049043407,99.437270662499,,global,0.09347102791649788,7,,0.0,0.0,,87374000.0,0.12321853546366746,0.06208615399800942
119,5566150214,FOBE Produktion AB,82.18549283537331,79.0245123417051,True,96.65210655417317,99.93644999298691,94.29720459148865,98.95666122830428,,global,0.09416483953697238,7,,0.0,0.0,,78023000.0,0.08278782291481446,0.16645659065734694
120,5566170394,Nordlo Jönköping AB,82.18079658945841,82.18079658945841,False,93.71191498074265,99.5817582036176,99.25530022587115,94.97245567482697,,global,0.0784994117408134,7,,0.0,0.0,,126300000.0,0.10861110296439414,0.0914813014059398
121,5567474514,Widings Elektriska AB,82.17224018526919,82.17224018526919,False,97.39379240819841,,97.52019145216157,96.76461054360577,,global,0.07854106064181268,6,,0.0,0.0,,79930000.0,,0.12803968221962334
122,5566481684,Ventilationsprojekt i Norrköping AB,82.16397385805358,79.00382101735921,True,95.6408298319958,92.29970429928039,97.70664955264056,98.03965161773773,,global,0.0942695869529544,7,,0.0,0.0,,75782000.0,0.1712890649815948,0.08910864509894063
123,5562703024,Ricana Concept AB,82.15980860427693,82.15980860427693,False,99.99778989067009,88.18892898235814,98.50531385406317,98.7622338111982,,global,0.07860157996768993,7,,0.0,0.0,,95025000.0,-0.011750278589544583,0.09470821434922229
124,5564725447,Cegeka Applications AB,82.14367799184042,82.14367799184042,False,90.08595003896741,97.7001384662712,98.75598028478714,98.45334240962704,,global,0.07868012054073562,7,,0.0,0.0,,67026000.0,0.1338154495429389,0.08000015361750011
125,5562556133,Logos Payment Solutions AB,82.1090610091641,82.1090610091641,False,99.47856233486179,95.64416353566698,95.41325687160496,99.70455911038857,,global,0.07884872403994982,7,,0.0,0.0,,103395000.0,0.1506089967890425,0.12741614776830099
126,5569440232,J.K Livs AB,82.0883213956081,82.0883213956081,False,95.32573876867397,,99.34414092146152,95.1633544593101,,global,0.07894977127158065,6,,0.0,0.0,,75147000.0,,0.08058273574157228
127,5564586872,Ventab Styr Aktiebolag,82.05897573577498,82.05897573577498,False,92.21495014612957,97.89765824227537,99.02301389867101,96.81676981905564,,global,0.07909279237839684,7,,0.0,0.0,,69910000.0,0.04818006286593812,0.08988252660065195
128,5560624230,Aktiebolaget Gamla Jernboden,81.95831024887376,81.95831024887376,False,99.72284062266004,96.41207030700689,95.44536386996396,99.06212770406638,,global,0.07958379184317509,7,,0.0,0.0,,90156000.0,0.03515085851481037,0.13309182169806558
129,5591930671,SICE Nordics AB,81.70600974202574,81.70600974202574,False,99.93834674938265,96.60477370374142,94.80608064796218,99.67072466847952,,global,0.08081705126940537,7,,0.0,0.0,,98152000.0,0.03667131508269805,0.051051883996376286
130,5563336204,Halle System AB,81.64287062622861,81.64287062622861,False,94.03326698823724,90.13492985888361,98.9036742468616,99.79277600098243,,global,0.0811262746631585,7,,0.0,0.0,,125361000.0,-0.0024922914055919287,0.09185582854444216
131,5567038202,Inlands Luft AB,81.52713946747477,81.52713946747477,False,96.2109915633231,99.97833220520981,95.28330370745198,99.06744571548197,,global,0.08169368862896735,7,,0.0,0.0,,77003000.0,0.09425192232264812,0.06707377129912341
132,5562000777,Baltic Safety Products Aktiebolag (publ),81.48722819293691,81.48722819293691,False,95.88044638087263,89.6316536651504,99.71227343896987,97.79750793716423,,global,0.08188955492423027,7,,0.0,0.0,,119598000.0,-0.004953390421057913,0.10611109375596584
133,5565009072,Carlbergs i Göteborg AB,81.48130173964329,81.48130173964329,False,93.15556429471494,89.20570455674124,99.38277877717282,99.94677423636057,,global,0.08191864742840235,7,,0.0,0.0,,127892000.0,-0.006998034583454715,0.07895827020008558
134,5564379740,Industriverken i Ronneby AB,81.34853637937319,78.21974651862806,True,91.71551068868234,89.43715568675611,99.36838503492498,98.59261932882649,,global,0.09825922291477601,7,,0.0,0.0,,131850000.0,-0.0058912191382318735,0.0857355951645105
135,5560555814,Hansson PyroTech Aktiebolag,81.24834383466317,81.24834383466317,False,99.08123853151429,99.3853396995979,95.21473404467618,97.86257885436513,,global,0.08306389942374748,7,,0.0,0.0,,85968000.0,0.06748432940508287,0.06723563558504944
136,5562712082,Ellagro Örebro AB,81.24787444436818,81.24787444436818,False,99.91914682061464,95.13595086931659,99.62914603229028,93.01087664522609,,global,0.08306621032205623,7,,0.0,0.0,,92584000.0,0.02592145007587754,0.11440804805417402
137,5564653359,Grothkaross Aktiebolag,81.19555147625303,81.19555147625303,False,98.44258143198536,99.84338619543517,94.81638411467766,98.46089669332346,,global,0.08332389003856353,7,,0.0,0.0,,109578000.0,0.07866056705930213,0.0595299493357168
138,5564897600,Säljar'n i Närke Aktiebolag,81.12220934633059,81.12220934633059,False,92.29363689424585,92.11012023902991,98.56726582105064,99.8286574923053,,global,0.08368536439376395,7,,0.0,0.0,,130286000.0,0.007726787860815598,0.0710007400858377
139,5562642362,Segers Fabriker Aktiebolag,81.07007352440186,77.95199377346333,True,98.54781971215544,99.91828880550406,95.39552148058253,95.50033348284144,,global,0.09963080528690615,7,,0.0,0.0,,109058000.0,0.08181811240293535,0.056684385611323884
140,5561001701,Mouldex Plast AB,81.05062112894187,81.05062112894187,False,93.30932762606653,89.71259518795696,98.99988527028846,99.90799744494024,,global,0.0840385097231209,7,,0.0,0.0,,127456000.0,-0.00456097226132024,0.13271409095763728
141,5560172065,Klippan Yllefabrik Aktiebolag,80.97156853976409,77.85727744208086,True,95.53228833889634,87.25429347256994,99.26641624523829,97.71982747962906,,global,0.10011712470710882,7,,0.0,0.0,,120742000.0,-0.015976335526112884,0.10988875398541069
142,5590577507,Advisera AB,80.89240136070846,80.89240136070846,False,90.2295212202511,98.35099838147336,99.13346253876637,96.78233934377104,,global,0.08482011706201681,7,,0.0,0.0,,67208000.0,0.1270437952756096,0.10736418383013929
143,5564762093,Draken i Reftele Aktiebolag,80.88541871513263,80.88541871513263,False,99.19407632667433,92.66014602662108,96.11168149968744,99.65614686256617,,global,0.0848546466190446,7,,0.0,0.0,,105415000.0,0.010763761278503203,0.08324403340039552
144,5590117155,Socionomkraft AB,80.82325030618638,80.82325030618638,False,91.44801587161777,99.98805296201942,97.38981323363583,97.83907943345855,,global,0.0851622042157292,7,,0.0,0.0,,68822000.0,0.08688801296710502,0.0682459380282368
145,5560760497,MEMO AB,80.80424819604832,80.80424819604832,False,91.72221825406811,96.14365007703978,98.02610771565863,98.6382308865876,,global,0.0852562580637523,7,,0.0,0.0,,69204000.0,0.1469560509133605,0.1285236766749096
146,5567101992,Kallhälls Nya Vårdcentral AB,80.62226214404518,80.62226214404518,False,86.37595278480961,98.75527669403891,99.33195203156754,98.21718922876846,,global,0.08615814774082121,7,,0.0,0.0,,62788000.0,0.05789724173402444,0.098764624188353
147,5567566376,Personlig Almanacka Nordic AB,80.55167570343193,80.55167570343193,False,95.84173723650808,91.27810472815452,99.45939554333597,96.7950071636237,,global,0.08650850932443122,7,,0.0,0.0,,76201000.0,0.0033024902543175028,0.10465670348711284
148,5566668025,Brunneby Musteri AB,80.5417055913437,80.5417055913437,False,92.93655345685166,98.86933178696115,96.51033218309085,98.75025007785945,,global,0.08655802153664414,7,,0.0,0.0,,70994000.0,0.059413408411667534,0.13593241003562379
149,5563882470,Göthes Säkerhet Aktiebolag,80.52847784326747,80.52847784326747,False,91.7342964182804,99.93325313319271,96.68457112363899,98.64768640119232,,global,0.08662372083777567,7,,0.0,0.0,,69221000.0,0.09744391328676194,0.11623055870769641
150,5590023213,Incluso AB,80.48522698165256,80.48522698165256,False,92.18408356457955,99.87135714923141,98.77446729236436,95.25166745482178,,global,0.08683861366420771,7,,0.0,0.0,,69865000.0,0.10032577124014797,0.07242177093314014
151,5561795690,Aktiebolaget Vårby Färghall,80.48196853691977,80.48196853691977,False,97.67101365683136,97.23466589345111,99.24182967426401,93.19447482373806,,global,0.08685480799360627,7,,0.0,0.0,,80722000.0,0.041952016321008534,0.07911310521848931
152,5566635792,Södra Århults Torv Aktiebolag,80.39777140399184,80.39777140399184,False,98.97242126428735,93.59194820062999,98.21292089135432,95.73299093883804,,global,0.08727349161726726,7,,0.0,0.0,,106773000.0,0.01614850189924999,0.12056555171235638
153,5567246623,DM TAK AB,80.32916655433233,80.32916655433233,False,98.54638499323454,89.04761718734534,97.66340253735318,99.13921682090188,,global,0.08761496445161564,7,,0.0,0.0,,83650000.0,-0.007748447852761409,0.06671957422202292
154,5590833561,Mälardalens Asfalt AB,80.31869342085713,80.31869342085713,False,99.99387481691629,98.683472451454,98.34021369236537,92.54173483775182,,global,0.08766711893903505,7,,0.0,0.0,,94700000.0,0.05697753589198595,0.08868774738141234
155,5565214888,ISAB Ventilation Väst AB,80.30481904271086,77.21617215645274,True,98.04325489363293,99.5541950972801,94.54713786175061,96.77399620256715,,global,0.10342450680166906,7,,0.0,0.0,,111430000.0,0.07083679272025267,0.057625937638949576
156,5567167704,NA Schakt AB,80.29462047968642,80.29462047968642,False,99.95474046447976,97.2772684489424,98.17147792610977,93.45731161513538,,global,0.08778702402419318,7,,0.0,0.0,,97770000.0,0.13772289064762444,0.12565933792233142
157,5566786306,Nylands Trä AB,80.27666164695346,80.27666164695346,False,98.13514407405027,99.17330725910503,94.77814474342408,98.44391583541974,,global,0.08787649871765021,7,,0.0,0.0,,82178000.0,0.06386996018291313,0.06024710506812432
158,5569743320,Knowit Ascend AB,80.243936574334,80.243936574334,False,98.54456376383419,92.67880603329107,98.39203517634068,96.05299643222816,,global,0.08803959341545443,7,,0.0,0.0,,83643000.0,0.010868513280021475,0.11895353014517868
159,5565408514,Europress AB,80.18833524937764,80.18833524937764,False,99.6032916812514,99.04531066612083,95.29993208646825,96.93006196172671,,global,0.08831685098489701,7,,0.0,0.0,,102351000.0,0.11814297907480897,0.05443179833819996
160,5564448255,Eqpack AB,80.17105145805597,80.17105145805597,False,94.66195613377118,99.5849086715448,98.86335144180715,93.93345803686205,,global,0.08840307626546703,7,,0.0,0.0,,73887000.0,0.07151102896650507,0.08753910592858805
161,5565568895,Lyckes Produktionsverktyg AB,80.12206161536461,77.04044386092751,True,83.68661910218869,99.76563532178639,99.09592876896151,97.40777796329203,,global,0.10433586283205656,7,,0.0,0.0,,60140000.0,0.10393181926203687,0.08339585819749563
162,5564461472,Axema Access Control AB,80.0871175783102,80.0871175783102,False,98.1985974874077,82.33726309582721,99.71335428741277,99.95479681269194,,global,0.08882206963310614,7,,0.0,0.0,,110730000.0,-0.03653111297286671,0.09328475282916276
163,5568875057,Next2Vet AB,80.08556903042724,80.08556903042724,False,99.339762321978,96.98709204772028,98.31131060099081,93.58312660600454,,global,0.08882980402485938,7,,0.0,0.0,,87363000.0,0.03981433123170075,0.07446266444320919
164,5568416803,Anton Paar Nordic AB,79.99389720822958,79.99389720822958,False,99.8101613689938,96.73887176964602,94.70844104750275,98.78896876772635,,global,0.08928793564847232,7,,0.0,0.0,,91059000.0,0.142298249272222,0.05048781371901149
165,5564435120,Converflex Aktiebolag,79.91386099614309,79.91386099614309,False,90.18761606988492,99.93944712562795,96.20654966579711,99.8640092056765,,global,0.08968834758429663,7,,0.0,0.0,,135855000.0,0.08296061821027245,0.08623664522540928
166,5564450467,Takab i Jönköping Aktiebolag,79.8682784001553,79.8682784001553,False,93.23892199841146,98.74292628618086,95.57106407435298,99.74211259625693,,global,0.08991657132643238,7,,0.0,0.0,,127656000.0,0.1223146215752704,0.06767939824377604
167,5568766215,AB Vabon,79.83794353082618,79.83794353082618,False,99.6922176240073,95.63643143834469,97.78600631680429,94.7017544100676,,global,0.09006852467841657,7,,0.0,0.0,,101510000.0,0.15066396027494044,0.14455751636523878
168,5566870639,Eboss AB,79.77274852642712,79.77274852642712,False,89.25748960153734,98.71913917103355,99.9536018366058,95.23053920090683,,global,0.09039529480733212,7,,0.0,0.0,,138220000.0,0.05743121340280233,0.10077815022574908
169,5565094983,I M Gunnarsson Handels Aktiebolag,79.58996088052365,79.58996088052365,False,99.99140239626246,98.28726190816352,94.97140160447388,97.37000457355302,,global,0.09131288827316399,7,,0.0,0.0,,94550000.0,0.05229334618183512,0.05447431546235923
170,5562186253,Itaab Trading Aktiebolag,79.49044191363824,79.49044191363824,False,94.86386411590969,,96.89100965275897,97.61314651730461,,global,0.09181335962284658,6,,0.0,0.0,,74260000.0,,0.12700154335873445
171,5562028968,S-Schakt Schönström Aktiebolag,79.37943511129525,79.37943511129525,False,99.75962809144214,93.1265029808125,95.19983227618515,99.58996089347485,,global,0.09237234196732631,7,,0.0,0.0,,90515000.0,0.013418175254003684,0.11545240966101905
172,5562655430,Carmenta Geospatial Technologies AB,79.2979580991768,79.2979580991768,False,96.53585633999373,94.06509045273933,96.43775391847787,98.73699827060295,,global,0.09278312269736293,7,,0.0,0.0,,77747000.0,0.01901681026888058,0.10443561030830309
173,5564029766,Aktiebolaget Mercatus Engineering,79.27648333534606,79.27648333534606,False,98.33089564127513,96.63966730632158,94.48219939667854,99.45664761911789,,global,0.09289146179043616,7,,0.0,0.0,,110114000.0,0.03695095717376917,0.05671026959729609
174,5564824729,KmK Instrument Aktiebolag,79.20032505844505,76.1541587100433,True,89.06964885227961,99.23975883823533,98.9205766716214,94.48345805243211,,global,0.10896419842244759,7,,0.0,0.0,,65781000.0,0.11510444113308438,0.0782938368303699
175,5565268421,Mönsterås Bostäder AB,79.1490347563929,79.1490347563929,False,98.87922103712962,96.00368880881594,95.86968121545506,97.30427322455253,,global,0.09353503794146042,7,,0.0,0.0,,107305000.0,0.03205093924996749,0.13088557990609356
176,5561981308,Busch Pfeiffer Vacuum AB,79.11744290892415,79.11744290892415,False,89.4620058105011,94.41593482559804,99.08196210494873,98.1371900244221,,global,0.09369472733799906,7,,0.0,0.0,,66253000.0,0.1588407659878439,0.09418500058983131
177,5564558244,GMV Sweden Aktiebolag,79.08949187814956,79.08949187814956,False,99.74573829564275,99.23181155141036,93.23080107529364,99.31098325948355,,global,0.09383606643215718,7,,0.0,0.0,,100948000.0,0.06481617020558117,0.055377512221618685
178,5567237986,NFM Flytgolv AB,79.0698517505411,79.0698517505411,False,98.86199174146381,99.98660214350672,97.74418921604547,92.61700669039806,,global,0.09393540992845041,7,,0.0,0.0,,84946000.0,0.09334892711678355,0.08278715234978253
179,5567510689,Kaisa Technologies AB,79.04449718012296,79.04449718012296,False,90.5831119024906,97.38558506470626,98.85821295148689,96.36146958856392,,global,0.09406369465811319,7,,0.0,0.0,,134834000.0,0.043300284454629745,0.09246819565245075
180,5564705506,Curant Klimat AB,79.02161429613317,79.02161429613317,False,93.21882841790702,95.77629467360168,99.432874862257,94.99516107910455,,global,0.09417950890285386,7,,0.0,0.0,,71436000.0,0.03038924219003558,0.09887932582796183
181,5565340014,Netnod AB,78.9718589897187,78.9718589897187,False,97.41757206294331,98.85923876642747,93.95764296886335,99.66702435276443,,global,0.09443144492033369,7,,0.0,0.0,,114047000.0,0.12077555964677611,0.17148474048843051
182,5565313623,EH Connector AB,78.90908895926997,78.90908895926997,False,97.40394600965934,98.42750151737074,99.88956925368245,91.06729217012398,,global,0.09474950753432976,7,,0.0,0.0,,114101000.0,0.053883961172208616,0.10896041983565315
183,5564577475,Sordin Vikmanshyttan AB,78.82923775090794,78.82923775090794,False,99.45029583982048,93.56383676845348,96.23272561522863,97.59756569109928,,global,0.09515448819742388,7,,0.0,0.0,,88050000.0,0.015981133908913314,0.08354721783332023
184,5562068238,Målerås Mekaniska Aktiebolag,78.82673732352879,78.82673732352879,False,99.99999178565582,86.06321009125271,99.7027521539956,96.13673762503198,,global,0.0951671762157659,7,,0.0,0.0,,95546000.0,-0.02119109512529882,0.09265778126225009
185,5564367067,Örebro Bildemontering Aktiebolag,78.8174304196191,78.8174304196191,False,97.97233546211307,98.01255757057234,93.81156126236385,99.78665179933108,,global,0.09521440614658415,7,,0.0,0.0,,111742000.0,0.1307003368687254,0.1597477104255641
186,5568127558,Addvanze AB,78.8113945475385,78.8113945475385,False,93.81308790898515,98.91395475415347,95.65053906328983,98.51716867218435,,global,0.09524503948834664,7,,0.0,0.0,,126006000.0,0.0600269442099175,0.0577544085724586
187,5563944874,Aktiebolag Montano,78.75179161886066,78.75179161886066,False,99.96539384682627,96.54103440252737,95.2706220996804,97.22513937258749,,global,0.09554766313018058,7,,0.0,0.0,,97484000.0,0.03616399004796289,0.07059125673069808
188,5565375994,Hydroscand Machine Aktiebolag,78.7311116115678,78.7311116115678,False,90.26404116334719,97.78035192822739,99.5793143689069,95.16290268740468,,global,0.095652715841237,7,,0.0,0.0,,67252000.0,0.04701560970974916,0.09814698910698591
189,5566203682,IML technologies aktiebolag,78.72795057772584,78.72795057772584,False,94.48841668507747,97.74594230620237,99.70861696377752,92.8530764653384,,global,0.09566877606056483,7,,0.0,0.0,,73573000.0,0.13337214240820305,0.09384315718157181
190,5563676500,Vitec Mäklarsystem AB,78.69503568863743,78.69503568863743,False,99.58791637173387,92.06674686351826,95.47143607775176,99.4096715584593,,global,0.0958360445915396,7,,0.0,0.0,,89019000.0,0.007491300251253774,0.1384001106638188
191,5565681425,Il Molino AB,78.68402950534158,78.68402950534158,False,99.8811118868734,95.95201569424887,99.3952322665347,91.46284620478079,,global,0.09589199197336053,7,,0.0,0.0,,91972000.0,0.14838232689462982,0.08297210562581843
192,5567223234,PQ Projektledning Aktiebolag,78.67012908487833,78.67012908487833,False,89.71580362302502,,98.77390020216484,97.06238848885178,,global,0.09596266272333728,6,,0.0,0.0,,66564000.0,,0.11469100505828018
193,5565273009,MER Arkitekter AB,78.63321858045742,78.63321858045742,False,90.425453985662,98.59595013056776,96.97970502546717,98.34531100596874,,global,0.09615037903400016,7,,0.0,0.0,,67459000.0,0.05588913312778576,0.06077730797434977
194,5562381839,Sjömarkens Isolering Aktiebolag,78.5800797484782,78.5800797484782,False,99.92159143396744,94.12370151107811,94.79894454135776,99.04271317421028,,global,0.09642078279534969,7,,0.0,0.0,,92628000.0,0.019379201286314096,0.05627718889773911
195,5592570096,Söderqvist Gräv AB,78.530323063344,78.530323063344,False,92.06473652164395,96.99180125727341,96.79760046389849,98.53877721933043,,global,0.09667414189013752,7,,0.0,0.0,,69692000.0,0.03985419313515459,0.13286950039601808
196,5562673383,Hydal Components AB,78.43193232301343,75.41531954135907,True,87.24888996113151,91.48938645619045,99.51597803116158,97.91873637144573,,global,0.11286390186828744,7,,0.0,0.0,,143189000.0,0.004408095247268706,0.0931026580807526
197,5566158126,Bällsta Handel AB,78.42949328869211,78.42949328869211,False,99.29489747290918,88.70049761893078,98.15659709090654,97.07478062593549,,global,0.0971880557866496,7,,0.0,0.0,,87102000.0,-0.009380880505596378,0.11420992579016405
198,5567623318,Lybab AB,78.4202256226189,78.4202256226189,False,89.28518996610907,95.37776235471863,98.53780108799823,98.12550931288285,,global,0.09723532480898932,7,,0.0,0.0,,66039000.0,0.027574533275864344,0.08458666235703295
199,5567378236,Industridraperier i Örebro AB,78.39713865280399,75.3818640892346,True,95.82848363109623,92.97101376569256,96.83591245344572,96.54902855069012,,global,0.11304138769059736,7,,0.0,0.0,,76173000.0,0.16752730976745922,0.14207352900582443
200,5563146660,Thor Ahlgren Aktiebolag,78.2508489717935,78.2508489717935,False,99.97534967892494,99.9515775482505,92.37434985387749,99.67571539899313,,global,0.09810020285875794,7,,0.0,0.0,,93886000.0,0.09634384629890702,0.04947527974936312
201,5592145717,Bright Networks AB,78.20276073439834,78.20276073439834,False,99.8925004853115,91.76034342916543,99.58397223859424,92.98948895956065,,global,0.09834609422042002,7,,0.0,0.0,,92143000.0,0.1742084532550694,0.09491558276822389
202,5561321745,Fillauer Europe AB,78.19976475172642,78.19976475172642,False,95.58802549707434,98.73234639684908,94.55162723804848,99.06714281609375,,global,0.09836141869251773,7,,0.0,0.0,,120561000.0,0.122451079038983,0.06050178732502589
203,5591831085,MORA CNC AB,78.15752208064079,78.15752208064079,False,88.50985596351786,99.9902208771436,97.13799845161547,98.2402775838863,,global,0.09857755276836008,7,,0.0,0.0,,65125000.0,0.09286488347406818,0.12341780579576712
204,5564907458,Material Handling Modules Europe AB,78.1150802041484,78.1150802041484,False,85.04360211912218,,99.70598764022652,97.98848193064985,,global,0.09879482375209168,6,,0.0,0.0,,61440000.0,,0.10595245890904328
205,5563179596,Fasadsystem i Stenkullen Aktiebolag,78.08742161917182,78.08742161917182,False,99.97830083000986,92.56206002798861,94.6856682533401,99.75064910922896,,global,0.0989364787701242,7,,0.0,0.0,,97071000.0,0.01021505047363025,0.06520374077551606
206,5569911497,ProChroma AB,78.0722808238745,78.0722808238745,False,99.9921372302529,97.1184064789789,94.67487502681654,97.36810753627441,,global,0.0990140444678447,7,,0.0,0.0,,94592000.0,0.04093725521364444,0.062202518991502795
207,5563791101,Tovar Livs Aktiebolag,78.02555621505765,78.02555621505765,False,98.42807610911089,95.0053968884696,96.39093251983836,96.6034082666509,,global,0.09925350767168487,7,,0.0,0.0,,83205000.0,0.025044728570025265,0.06331127561409647
208,5565927646,Patriksson Communication AB,78.00626283736507,78.00626283736507,False,99.54347931224912,90.27741925415282,96.60492017755342,98.13381475272749,,global,0.09935242789402449,7,,0.0,0.0,,102868000.0,0.18183791723795095,0.0664040048978368
209,5565318150,Per Sjögren Livs AB,77.92347842571694,77.92347842571694,False,98.00610457917928,92.55753124160937,97.01478086450986,96.99992711978004,,global,0.09977715466522556,7,,0.0,0.0,,111594000.0,0.010189792718142687,0.06552609959967139
210,5560307836,Sifvert Skruv Aktiebolag,77.82634371780196,77.82634371780196,False,91.40663994014542,88.60163915279041,99.64342874035174,98.56451535401189,,global,0.10027608156823796,7,,0.0,0.0,,68765000.0,-0.00984206389684894,0.08408133103308414
211,5562346089,Tribotec Aktiebolag,77.81969212095714,77.81969212095714,False,96.17595317532954,99.98101521237554,96.79367460773905,94.64492730145795,,global,0.10031026989465704,7,,0.0,0.0,,76925000.0,0.09398161125287219,0.11042235167180248
212,5563288199,Multivac Aktiebolag,77.80722115044964,77.80722115044964,False,93.40857673292162,95.54875470876246,95.76241299615934,99.64035095052306,,global,0.10037437690685462,7,,0.0,0.0,,127173000.0,0.02876778888808773,0.05807662215385431
213,5566242656,Vertech AB,77.67802640056698,77.67802640056698,False,96.99506646655895,88.77355763373266,99.77682118104264,95.37333906161179,,global,0.10103910764703893,7,,0.0,0.0,,78871000.0,-0.009039001578351469,0.09345463579580557
214,5565838595,Schütz Allemballage AB,77.65341768762661,77.65341768762661,False,92.3173110067085,95.74592002541549,96.87248450489534,98.32795030622785,,global,0.10116584934208056,7,,0.0,0.0,,70060000.0,0.030170476669050927,0.14172003659652332
215,5569981920,Vekst AB,77.65286982748827,77.65286982748827,False,89.89388742135151,98.12103970544518,97.2009199190802,97.98256913040177,,global,0.10116867143072665,7,,0.0,0.0,,66785000.0,0.12956377883315806,0.10982721722713946
216,5567625495,Panthera AB,77.64008170779489,77.64008170779489,False,84.08286282985358,,99.0898896176421,99.20776589710104,,global,0.10123455011792201,6,,0.0,0.0,,150767000.0,,0.10568882767298805
217,5566979281,Nya Eriksbo plantskola AB,77.58707990346345,77.58707990346345,False,86.01091288027234,99.69353306691076,98.97327177841203,96.65660781299245,,global,0.10150770750012782,7,,0.0,0.0,,62411000.0,0.10593053795080376,0.12347140776155081
218,5562011949,Aktiebolaget Thoreb,77.55743974059459,77.55743974059459,False,93.0630283070507,97.04566127937888,95.30637036473877,99.73011093467737,,global,0.10166054648301924,7,,0.0,0.0,,128153000.0,0.040312234727257534,0.08331217075918293
219,5566335997,Sänghuset Elgen AB,77.51718560308872,77.51718560308872,False,99.9168063075191,95.71222106354817,96.10765308845286,95.57644430714178,,global,0.10186820979774029,7,,0.0,0.0,,98585000.0,0.02992861973459182,0.06102516071546583
220,5569992380,Mat i Alvik AB,77.42846668312737,77.42846668312737,False,87.41580374768179,,97.73059903847961,99.21423304883115,,global,0.10232627456224458,6,,0.0,0.0,,142782000.0,,0.07900004415465905
221,5566404421,Pall Cargo i Kungsbacka AB,77.34733076867467,77.34733076867467,False,98.77123220875436,99.59159287215591,93.82407871613846,98.02344383999846,,global,0.10274564721983385,7,,0.0,0.0,,107898000.0,0.07166101429263128,0.17964747854434168
222,5564687597,AB Sundplast,77.30159630059956,77.30159630059956,False,83.06570989193108,99.99150246631149,99.083075061008,97.84154147073227,,global,0.10298223195546741,7,,0.0,0.0,,59567000.0,0.0926723170027588,0.08928097535084843
223,5568004328,Set Up AB,77.27045187098108,77.27045187098108,False,87.19334943674849,95.28190693814938,99.95328778868412,96.52862381065404,,global,0.10314342244447666,7,,0.0,0.0,,63655000.0,0.026914564919169104,0.09656898745306536
224,5569994691,Parapix AB,77.25303424573737,77.25303424573737,False,99.79161813231265,94.00730504739381,93.93792589537178,99.69114037085083,,global,0.10323359708785397,7,,0.0,0.0,,100420000.0,0.16139074920066165,0.06103004100694478
225,5568138886,Conoa AB,77.22629303907291,77.22629303907291,False,86.74674865947715,90.22646665549954,99.74493237596384,99.71352451833445,,global,0.10337208141401759,7,,0.0,0.0,,144408000.0,-0.0020390954928977134,0.08909571598143952
226,5566550603,TB Printsolutions AB,77.21899679599738,77.21899679599738,False,98.98749752718551,92.37197254212887,97.90565837702972,94.9163666774127,,global,0.10340987469648673,7,,0.0,0.0,,106685000.0,0.009160635735283806,0.13963129978744115
227,5568129851,Roland Berger AB,77.14832816095478,77.14832816095478,False,85.49492419236933,92.96226347618692,99.68695199511808,98.99318284166246,,global,0.10377611095794499,7,,0.0,0.0,,147416000.0,0.012474517881411407,0.0903787876578282
228,5564007275,Eriksons Chark i Nossebro Aktiebolag,77.12018353358881,77.12018353358881,False,83.12482458575688,98.11276807031926,99.91392807007429,97.37506497510975,,global,0.10392206233775186,7,,0.0,0.0,,59621000.0,0.05040031217230023,0.10874606962067658
229,5560828773,Fredrik Mogensen Aktiebolag,77.11585780774838,77.11585780774838,False,86.53101795507187,94.65257285563172,99.8172104365306,97.31813277071504,,global,0.10394449925096072,7,,0.0,0.0,,62950000.0,0.022726703733686904,0.09589469297026952
230,5565088639,HA Ventilation AB,77.11192715244783,74.1460838004306,True,89.5440208698598,99.5777668793119,95.53604785417458,97.73661849944072,,global,0.11965317334326071,7,,0.0,0.0,,66353000.0,0.07135209599501202,0.05079280334169566
231,5565751715,M o P Vestman Livs AB,77.08085085268945,77.08085085268945,False,91.63442165249495,99.64684626930804,98.68985241017698,93.73536999317068,,global,0.10412612157462504,7,,0.0,0.0,,132067000.0,0.07295080056763448,0.07057996988542478
232,5567807358,Watt Heating AB,77.03181768131408,77.03181768131408,False,99.8925004853115,96.39319931786976,99.87639957690567,89.62159501078406,,global,0.10438065313777978,7,,0.0,0.0,,92143000.0,0.1450477936766641,0.1043633058101659
233,5565750279,Fila Nordic AB,77.01651096732834,77.01651096732834,False,97.37678183242757,93.81157048927918,98.23194825394616,94.39590437509351,,global,0.10446014358948617,7,,0.0,0.0,,79883000.0,0.01746760228717603,0.1245356504922172
234,5565007357,Söderströms Skog & Trädgård AB,76.95713195199029,76.95713195199029,False,90.37961324623632,97.9970094249979,99.91299372992451,93.49097777887508,,global,0.10476865882446212,7,,0.0,0.0,,67400000.0,0.13086074289009098,0.09965933097905315
235,5568329790,Remotion AB,76.84290179968437,76.84290179968437,False,91.77754861009288,97.43287427755442,97.14088576163094,96.90392908216491,,global,0.10536283384782869,7,,0.0,0.0,,69282000.0,0.13632146430610192,0.08051572617946345
